Idade,Score,Limite_Credito,Inadimplente,Cidade,Emprego,Renda_Mensal
61,723,5894,1,Belo Horizonte,Empresário,10837
62,635,6462,0,Salvador,Desempregado,1238
58,496,6261,0,Rio de Janeiro,Desempregado,1144
64,821,8334,0,Belo Horizonte,Desempregado,1254
61,721,6534,0,Belo Horizonte,Estudante,589
25,604,7528,0,São Paulo,Estudante,1333
34,364,2587,1,Rio de Janeiro,Estudante,395
61,676,4812,0,Porto Alegre,Assalariado,2870
56,504,3722,0,Fortaleza,Autônomo,5051
58,805,7783,0,Belo Horizonte,Empresário,9527
48,447,6362,1,Porto Alegre,Estudante,2
63,835,7094,0,Salvador,Empresário,9847
25,504,4087,1,Porto Alegre,Desempregado,-351
68,600,7187,0,Rio de Janeiro,Desempregado,-144
18,572,5022,0,Fortaleza,Desempregado,494
55,806,9528,0,São Paulo,Assalariado,2769
34,601,7380,0,Belo Horizonte,Autônomo,4938
41,447,5151,0,Fortaleza,Empresário,10396
30,677,5117,0,Rio de Janeiro,Autônomo,4715
36,357,2644,1,Salvador,Empresário,10419
28,512,6468,0,Belo Horizonte,Empresário,9227
48,470,5914,0,Fortaleza,Desempregado,560
19,797,7129,1,Fortaleza,Autônomo,5851
34,319,2566,1,Fortaleza,Empresário,9310
58,758,6045,0,São Paulo,Assalariado,3722
36,432,5318,0,Fortaleza,Estudante,895
18,620,5124,0,Fortaleza,Estudante,565
40,849,8018,0,Porto Alegre,Empresário,10247
36,348,5385,0,Salvador,Estudante,446
52,817,6208,0,Porto Alegre,Empresário,10882
51,816,7643,0,Fortaleza,Assalariado,2443
63,394,5425,1,Belo Horizonte,Empresário,9530
63,583,7228,0,Rio de Janeiro,Assalariado,2905
26,609,5507,0,Rio de Janeiro,Empresário,9110
27,748,8453,0,Belo Horizonte,Autônomo,5236
57,306,4541,0,Rio de Janeiro,Autônomo,4189
24,721,8088,0,Rio de Janeiro,Empresário,10891
66,494,5679,0,São Paulo,Desempregado,1408
61,321,1842,0,São Paulo,Estudante,649
45,513,5934,0,São Paulo,Assalariado,3563
50,846,10280,0,São Paulo,Empresário,10570
35,486,3139,0,Salvador,Assalariado,3169
54,617,5355,0,Fortaleza,Estudante,754
57,426,3623,1,Fortaleza,Estudante,1685
31,373,4395,1,São Paulo,Empresário,9520
24,807,9388,0,Fortaleza,Assalariado,3646
43,606,5560,0,Porto Alegre,Assalariado,3066
54,449,3330,1,Salvador,Estudante,917
58,480,4223,0,Rio de Janeiro,Assalariado,3652
33,401,4346,1,Porto Alegre,Desempregado,838
67,536,3804,1,Belo Horizonte,Empresário,10234
66,472,4902,0,São Paulo,Estudante,1056
45,433,2534,1,Belo Horizonte,Estudante,1759
28,637,7985,0,Belo Horizonte,Estudante,710
53,441,2931,0,São Paulo,Autônomo,5824
45,311,3296,0,Porto Alegre,Desempregado,-146
30,741,7649,0,Rio de Janeiro,Empresário,10554
67,834,10170,0,Salvador,Assalariado,2600
27,591,5437,0,Porto Alegre,Assalariado,2863
58,733,8233,1,Rio de Janeiro,Estudante,69
21,428,5712,1,Salvador,Estudante,1446
27,373,3092,0,São Paulo,Empresário,9473
24,301,1820,1,Salvador,Estudante,1940
21,828,9769,0,Salvador,Estudante,1892
25,768,8798,0,Rio de Janeiro,Estudante,153
65,753,8571,0,São Paulo,Autônomo,4334
66,719,5620,1,Salvador,Desempregado,-352
55,384,2267,1,Rio de Janeiro,Empresário,9317
31,392,2274,1,São Paulo,Autônomo,5072
35,720,5205,0,Rio de Janeiro,Empresário,10083
36,704,8308,0,São Paulo,Estudante,743
57,736,6346,0,Salvador,Desempregado,1070
27,475,6426,1,Rio de Janeiro,Autônomo,4288
55,308,3286,1,Porto Alegre,Estudante,1937
27,614,5048,1,Porto Alegre,Autônomo,5245
18,331,3449,0,Rio de Janeiro,Empresário,9989
18,843,7594,0,Salvador,Estudante,1568
21,397,2196,0,Belo Horizonte,Desempregado,823
39,358,3727,1,Porto Alegre,Estudante,678
54,447,4748,1,Porto Alegre,Desempregado,-141
66,573,3972,0,Rio de Janeiro,Desempregado,694
45,828,8894,0,Rio de Janeiro,Assalariado,2436
66,528,5445,0,Belo Horizonte,Empresário,9920
55,756,7925,0,Rio de Janeiro,Empresário,10157
28,744,8312,0,Belo Horizonte,Empresário,9957
36,331,3077,1,São Paulo,Desempregado,224
33,648,5175,0,São Paulo,Estudante,143
68,823,10039,0,Rio de Janeiro,Assalariado,3113
51,585,4367,0,Salvador,Assalariado,2016
30,440,5949,1,Rio de Janeiro,Estudante,1164
44,617,5378,0,Porto Alegre,Desempregado,-24
38,841,7566,0,Salvador,Empresário,9123
27,811,7242,0,Salvador,Empresário,10991
18,714,7168,0,Salvador,Autônomo,5943
43,320,2494,0,Fortaleza,Assalariado,3137
60,753,8423,0,Salvador,Empresário,10249
38,554,4140,1,Fortaleza,Estudante,1985
55,516,4860,0,São Paulo,Empresário,10745
53,507,3499,1,Fortaleza,Desempregado,90
50,756,6810,0,Salvador,Autônomo,4305
27,669,5132,1,Salvador,Autônomo,4430
31,629,7418,0,Porto Alegre,Desempregado,1098
40,438,3250,0,Porto Alegre,Desempregado,249
42,320,3998,1,Rio de Janeiro,Assalariado,3003
67,301,3862,0,Fortaleza,Desempregado,-196
47,734,8989,0,São Paulo,Assalariado,2357
50,491,5195,1,São Paulo,Empresário,9691
31,325,3938,0,Belo Horizonte,Desempregado,815
66,381,1933,0,Rio de Janeiro,Desempregado,1468
60,798,9083,1,Rio de Janeiro,Empresário,9042
49,502,6184,0,Belo Horizonte,Empresário,10768
35,573,5265,0,Belo Horizonte,Empresário,9202
51,643,7840,0,Porto Alegre,Empresário,9385
45,322,2283,0,Salvador,Empresário,10650
53,781,6502,0,Fortaleza,Autônomo,5155
64,531,4119,0,São Paulo,Desempregado,687
48,556,5995,1,Fortaleza,Estudante,1333
55,792,9016,0,Porto Alegre,Desempregado,1232
21,600,5661,0,São Paulo,Desempregado,-59
63,345,3983,0,Rio de Janeiro,Autônomo,4541
44,521,6999,1,Belo Horizonte,Desempregado,327
27,644,8437,0,Rio de Janeiro,Estudante,1948
57,410,2250,0,Porto Alegre,Empresário,10428
34,791,6236,0,Porto Alegre,Desempregado,942
23,375,2752,1,Salvador,Empresário,10091
60,394,5213,0,Rio de Janeiro,Autônomo,5893
66,359,5259,0,Rio de Janeiro,Estudante,1175
29,540,5842,0,Rio de Janeiro,Desempregado,1451
57,335,4477,1,São Paulo,Autônomo,4565
26,439,4396,0,Salvador,Desempregado,14
37,765,7103,0,Fortaleza,Estudante,1641
42,602,6653,1,São Paulo,Autônomo,5684
20,547,5697,0,Fortaleza,Empresário,9611
66,436,5652,1,Fortaleza,Estudante,449
45,319,2074,0,Belo Horizonte,Autônomo,5060
46,540,5742,0,Salvador,Desempregado,-26
49,529,7108,0,Fortaleza,Estudante,1889
32,578,7286,0,Salvador,Assalariado,2873
33,836,7881,1,Salvador,Empresário,10111
62,587,6080,1,São Paulo,Estudante,1018
33,700,6555,0,São Paulo,Estudante,970
46,838,7605,0,Rio de Janeiro,Autônomo,5021
43,714,7587,0,Salvador,Estudante,962
64,325,2571,1,Rio de Janeiro,Assalariado,2216
35,354,4316,1,Salvador,Estudante,1735
21,780,7341,0,Porto Alegre,Estudante,1082
59,373,4073,0,Rio de Janeiro,Estudante,573
38,500,4820,0,Porto Alegre,Empresário,9575
23,632,7106,1,Salvador,Empresário,10931
52,470,3819,0,São Paulo,Assalariado,3070
59,715,5664,0,Porto Alegre,Assalariado,2243
45,457,4384,0,Rio de Janeiro,Desempregado,970
66,729,9002,0,Rio de Janeiro,Autônomo,5628
43,312,1236,0,Porto Alegre,Desempregado,1073
56,571,4301,0,Rio de Janeiro,Autônomo,5994
33,407,5191,0,Salvador,Empresário,9491
60,717,6703,0,Rio de Janeiro,Autônomo,5301
62,371,1724,0,Belo Horizonte,Autônomo,4174
24,719,6140,1,São Paulo,Estudante,168
61,667,4739,0,Porto Alegre,Estudante,1636
18,457,4016,1,São Paulo,Desempregado,63
68,307,2007,0,Fortaleza,Assalariado,3717
33,472,2828,0,Salvador,Assalariado,2818
69,581,4575,0,Rio de Janeiro,Estudante,93
33,503,3568,0,Rio de Janeiro,Autônomo,4529
63,420,3615,1,São Paulo,Empresário,9820
37,432,6095,0,Salvador,Assalariado,2122
48,583,5437,0,São Paulo,Desempregado,1308
63,673,8529,0,Salvador,Assalariado,2063
45,753,8693,0,Porto Alegre,Autônomo,4038
43,305,2928,0,Porto Alegre,Empresário,10137
67,364,5161,0,Belo Horizonte,Desempregado,-284
69,354,5116,0,São Paulo,Assalariado,2004
32,499,6107,0,Fortaleza,Empresário,9477
36,484,3844,1,São Paulo,Empresário,10645
47,497,3554,1,Rio de Janeiro,Desempregado,17
49,797,7444,0,Belo Horizonte,Estudante,1906
53,476,5021,0,Fortaleza,Assalariado,3691
40,587,4413,0,São Paulo,Desempregado,584
27,436,3626,0,São Paulo,Estudante,693
31,544,5414,0,Belo Horizonte,Assalariado,2947
66,420,3027,0,Rio de Janeiro,Estudante,154
45,475,4636,0,Salvador,Empresário,10294
56,447,5498,1,Rio de Janeiro,Assalariado,2264
59,394,4788,1,Fortaleza,Assalariado,2102
52,366,3060,0,Rio de Janeiro,Autônomo,5808
33,377,4067,0,Rio de Janeiro,Empresário,9160
29,487,5157,0,Salvador,Assalariado,2821
53,593,7926,0,São Paulo,Empresário,9049
61,697,5357,1,Salvador,Estudante,1475
53,483,3575,0,Salvador,Estudante,814
60,558,4618,0,Porto Alegre,Empresário,10427
58,429,5255,0,São Paulo,Assalariado,3419
21,572,5437,0,Rio de Janeiro,Assalariado,3128
25,717,6522,0,Belo Horizonte,Assalariado,3355
65,394,5918,1,Rio de Janeiro,Desempregado,552
19,756,8408,0,Salvador,Assalariado,2476
49,599,6449,1,Porto Alegre,Estudante,807
59,681,5153,0,Fortaleza,Assalariado,2709
48,341,3311,0,Porto Alegre,Autônomo,4001
27,588,7846,1,Salvador,Desempregado,388
24,559,3756,0,Salvador,Desempregado,1159
42,491,6825,1,Porto Alegre,Estudante,767
30,361,5012,1,Fortaleza,Assalariado,3155
44,416,5276,0,Rio de Janeiro,Assalariado,3267
32,564,4802,0,Salvador,Desempregado,1363
43,845,7201,0,Salvador,Autônomo,4517
57,478,5239,0,Rio de Janeiro,Estudante,1083
41,646,6139,1,Belo Horizonte,Estudante,491
38,371,4677,0,São Paulo,Estudante,205
66,590,5129,0,Rio de Janeiro,Desempregado,-387
24,467,4859,0,Salvador,Autônomo,4849
57,377,5416,0,Belo Horizonte,Empresário,10627
52,409,4059,0,Belo Horizonte,Empresário,9512
50,389,3881,0,Belo Horizonte,Empresário,9205
64,493,4240,1,Porto Alegre,Desempregado,-203
37,697,6921,0,Rio de Janeiro,Assalariado,2178
19,657,6162,0,Salvador,Estudante,1736
26,474,5879,0,Belo Horizonte,Desempregado,1063
48,738,8393,0,São Paulo,Assalariado,3079
65,593,7871,1,Porto Alegre,Empresário,9281
32,545,4415,0,Rio de Janeiro,Estudante,1580
37,384,5271,1,São Paulo,Assalariado,3317
67,514,5103,1,Fortaleza,Empresário,10371
48,489,5258,1,Salvador,Autônomo,5802
18,657,5981,0,Salvador,Empresário,9830
53,759,6535,0,Fortaleza,Estudante,951
58,793,7178,0,Belo Horizonte,Estudante,1326
54,331,5106,0,Rio de Janeiro,Assalariado,2435
40,748,7462,0,Salvador,Desempregado,-440
40,316,3627,0,Belo Horizonte,Empresário,9655
42,509,6158,0,São Paulo,Desempregado,-168
21,617,7702,1,Belo Horizonte,Empresário,10697
40,516,3224,0,Fortaleza,Estudante,1942
27,806,9314,0,São Paulo,Empresário,9960
67,526,6678,0,Porto Alegre,Estudante,1703
34,478,3166,0,Belo Horizonte,Empresário,10538
68,840,9733,0,Rio de Janeiro,Estudante,834
54,344,4913,1,Porto Alegre,Empresário,10212
56,554,7469,1,Rio de Janeiro,Estudante,9
64,825,8403,0,Belo Horizonte,Desempregado,372
33,498,4665,1,Rio de Janeiro,Autônomo,4518
36,647,4578,0,Rio de Janeiro,Autônomo,4951
38,459,5148,1,Rio de Janeiro,Empresário,9800
51,558,4963,0,Salvador,Assalariado,2287
67,813,9196,0,Rio de Janeiro,Desempregado,1293
31,608,7515,0,Porto Alegre,Desempregado,-62
18,818,8351,0,Porto Alegre,Desempregado,-409
59,819,10009,0,Belo Horizonte,Assalariado,3909
49,408,4301,0,Rio de Janeiro,Assalariado,2804
47,594,6117,0,Belo Horizonte,Empresário,10984
35,370,5562,0,Fortaleza,Estudante,1239
36,806,6388,0,Belo Horizonte,Autônomo,5294
62,831,8343,0,Belo Horizonte,Estudante,1453
40,442,5088,0,Porto Alegre,Desempregado,688
25,781,7994,0,Belo Horizonte,Assalariado,2542
35,587,7663,0,Belo Horizonte,Autônomo,4033
54,335,1575,1,Porto Alegre,Desempregado,151
64,668,7453,0,São Paulo,Empresário,9037
27,394,3558,1,Rio de Janeiro,Autônomo,4182
41,480,5716,1,São Paulo,Empresário,9259
67,402,4872,1,São Paulo,Autônomo,4505
47,552,4322,0,Rio de Janeiro,Estudante,419
33,421,2782,1,Belo Horizonte,Desempregado,1070
63,826,9223,0,Fortaleza,Empresário,10277
40,793,9104,0,Rio de Janeiro,Assalariado,2547
24,618,7048,0,Rio de Janeiro,Estudante,386
28,422,5489,1,Fortaleza,Estudante,16
50,758,7288,0,Rio de Janeiro,Desempregado,481
57,320,3667,1,São Paulo,Empresário,10292
60,446,3648,0,Rio de Janeiro,Estudante,1311
24,671,6021,0,Porto Alegre,Assalariado,2660
25,357,3241,1,Porto Alegre,Assalariado,2837
40,607,6281,0,Belo Horizonte,Autônomo,5475
47,484,5477,1,Fortaleza,Estudante,971
67,331,5163,0,Belo Horizonte,Autônomo,5619
36,847,7521,0,Salvador,Autônomo,4399
62,523,5936,0,Fortaleza,Empresário,10043
30,766,9612,0,Belo Horizonte,Empresário,9661
50,519,4572,0,Rio de Janeiro,Desempregado,605
51,376,2584,1,Fortaleza,Desempregado,-456
48,482,6732,0,Porto Alegre,Empresário,10888
40,727,8377,0,São Paulo,Empresário,10629
30,540,6507,0,São Paulo,Estudante,948
18,483,3719,1,Porto Alegre,Desempregado,577
35,581,3835,0,Belo Horizonte,Assalariado,3366
60,304,2044,0,São Paulo,Assalariado,2342
66,395,4125,0,Fortaleza,Assalariado,2173
58,680,6323,0,Fortaleza,Autônomo,4191
57,471,5074,1,São Paulo,Estudante,312
69,322,1373,1,São Paulo,Autônomo,5854
43,769,7807,0,São Paulo,Assalariado,2923
50,436,4706,0,Fortaleza,Desempregado,565
57,729,7224,0,Porto Alegre,Autônomo,5619
40,473,5231,0,Porto Alegre,Assalariado,3959
36,373,4624,0,Porto Alegre,Estudante,633
21,479,3138,0,Fortaleza,Assalariado,3931
45,359,2364,0,São Paulo,Autônomo,5836
51,517,4279,0,Belo Horizonte,Estudante,1064
18,407,3866,0,Salvador,Assalariado,3013
46,452,3345,1,São Paulo,Assalariado,2860
46,428,3478,0,Rio de Janeiro,Assalariado,2580
33,523,3438,1,São Paulo,Assalariado,2455
44,389,3833,1,Salvador,Desempregado,343
37,358,5408,0,São Paulo,Desempregado,226
36,427,5237,0,Rio de Janeiro,Estudante,859
35,842,10232,0,Porto Alegre,Desempregado,1447
48,620,4408,0,Porto Alegre,Empresário,10977
60,827,7758,0,Porto Alegre,Desempregado,225
37,548,5759,0,Rio de Janeiro,Empresário,10318
23,629,7662,0,São Paulo,Estudante,699
52,474,4787,1,São Paulo,Autônomo,5359
59,717,6339,1,Salvador,Autônomo,5359
41,662,5522,1,Salvador,Desempregado,-322
40,502,4012,0,Porto Alegre,Assalariado,2011
67,536,3729,0,Salvador,Autônomo,5297
61,666,5074,1,Belo Horizonte,Assalariado,2042
22,464,5285,1,Fortaleza,Desempregado,1142
40,469,2713,1,Salvador,Autônomo,4289
27,780,6749,0,Salvador,Empresário,9154
22,537,4640,0,Fortaleza,Estudante,1257
34,608,7609,0,Belo Horizonte,Estudante,1751
36,512,6741,0,Porto Alegre,Assalariado,2573
34,466,6159,0,São Paulo,Estudante,149
45,600,4022,1,Fortaleza,Autônomo,4101
69,803,8222,0,Fortaleza,Desempregado,96
62,375,2868,1,Salvador,Assalariado,3434
18,595,3980,0,São Paulo,Desempregado,742
31,616,5857,0,Belo Horizonte,Desempregado,314
37,704,7586,0,Fortaleza,Autônomo,5936
63,820,9300,0,Porto Alegre,Estudante,1882
37,691,5439,0,Fortaleza,Autônomo,5157
64,363,3490,1,São Paulo,Estudante,218
54,818,7373,0,Belo Horizonte,Empresário,9345
63,658,6268,0,Fortaleza,Estudante,578
22,469,4181,0,Rio de Janeiro,Desempregado,1430
67,570,7151,1,São Paulo,Desempregado,613
68,845,9105,0,Belo Horizonte,Autônomo,5283
33,555,4296,0,Rio de Janeiro,Assalariado,2823
65,842,7649,0,Porto Alegre,Desempregado,-25
62,328,2642,0,Rio de Janeiro,Desempregado,358
66,416,5745,1,Belo Horizonte,Autônomo,4829
25,748,7185,0,Fortaleza,Empresário,9986
51,614,6785,0,Rio de Janeiro,Desempregado,282
68,327,4074,0,Salvador,Empresário,10918
69,805,9492,0,Rio de Janeiro,Empresário,9653
56,511,6878,1,São Paulo,Desempregado,1249
27,351,3029,1,Salvador,Autônomo,4332
28,796,9595,0,Salvador,Desempregado,2
40,839,6968,0,Belo Horizonte,Autônomo,5624
43,727,8603,0,Rio de Janeiro,Autônomo,4580
28,437,3500,0,Fortaleza,Empresário,9333
38,696,7083,0,Rio de Janeiro,Empresário,10287
22,448,5495,1,Rio de Janeiro,Empresário,10763
36,671,5532,0,Rio de Janeiro,Estudante,843
48,565,6975,0,Rio de Janeiro,Assalariado,3213
31,590,6478,0,São Paulo,Desempregado,-358
63,308,2327,0,Salvador,Desempregado,233
33,612,6528,0,Rio de Janeiro,Empresário,10380
65,450,5807,0,Belo Horizonte,Empresário,10441
57,365,2027,1,Rio de Janeiro,Empresário,10498
56,671,6857,0,Porto Alegre,Autônomo,4218
60,307,2819,1,Rio de Janeiro,Assalariado,2881
38,657,7811,0,Belo Horizonte,Assalariado,3017
29,395,4093,0,Salvador,Estudante,851
67,608,4151,0,Rio de Janeiro,Empresário,9367
66,741,6729,0,Belo Horizonte,Empresário,9751
32,578,6394,0,São Paulo,Empresário,10367
36,744,8187,0,Belo Horizonte,Assalariado,2011
56,767,5822,0,Salvador,Desempregado,889
43,326,2394,0,São Paulo,Desempregado,-273
21,772,7243,0,São Paulo,Estudante,1008
44,549,4903,0,Belo Horizonte,Autônomo,4729
59,740,8229,0,Salvador,Estudante,1712
25,764,7116,0,Belo Horizonte,Empresário,10062
52,599,7640,1,São Paulo,Autônomo,4963
24,741,8787,0,Salvador,Assalariado,2716
57,468,5969,0,Rio de Janeiro,Autônomo,4018
41,528,6416,0,Rio de Janeiro,Empresário,9202
38,397,4999,0,São Paulo,Desempregado,1294
51,623,7935,0,Rio de Janeiro,Desempregado,217
61,843,8458,0,Salvador,Autônomo,5808
35,662,6642,0,Belo Horizonte,Estudante,1052
33,710,6720,0,Fortaleza,Estudante,980
56,304,3181,1,Fortaleza,Assalariado,2075
44,319,1832,1,São Paulo,Estudante,570
39,577,5918,1,Rio de Janeiro,Estudante,14
39,658,8005,0,Belo Horizonte,Estudante,1144
52,534,5353,1,Salvador,Autônomo,5825
61,696,6455,1,Rio de Janeiro,Estudante,354
28,420,6085,0,Fortaleza,Estudante,1342
19,747,6497,0,Porto Alegre,Autônomo,4412
55,561,6718,0,Rio de Janeiro,Desempregado,1042
60,479,6375,0,Belo Horizonte,Empresário,9925
55,336,1956,1,Belo Horizonte,Estudante,1552
18,481,5719,0,Fortaleza,Desempregado,367
38,380,3629,0,Fortaleza,Desempregado,856
55,335,1780,1,Salvador,Autônomo,4594
48,534,6351,0,Fortaleza,Autônomo,5269
67,631,6386,0,São Paulo,Assalariado,2103
34,694,8198,0,Salvador,Empresário,9763
42,332,4882,1,Rio de Janeiro,Assalariado,2271
40,475,3759,0,Rio de Janeiro,Assalariado,3300
51,339,2582,0,Fortaleza,Assalariado,2099
20,404,3994,1,Rio de Janeiro,Estudante,1607
21,648,6111,0,Rio de Janeiro,Empresário,10356
45,503,6990,1,Porto Alegre,Desempregado,-84
54,727,6110,0,Rio de Janeiro,Desempregado,1359
66,407,4282,0,Salvador,Estudante,1130
18,603,4072,0,Porto Alegre,Assalariado,3231
41,623,8029,0,São Paulo,Estudante,973
47,804,8592,0,Salvador,Autônomo,5359
44,390,5466,0,São Paulo,Empresário,9808
38,389,3556,1,Salvador,Empresário,9457
67,420,5641,1,Salvador,Empresário,10040
61,572,5328,0,Fortaleza,Autônomo,4460
63,823,8834,0,Belo Horizonte,Autônomo,5318
69,404,5082,1,Salvador,Assalariado,2054
36,470,6109,0,Fortaleza,Empresário,10384
28,803,9740,0,Salvador,Assalariado,2991
68,819,6821,0,Salvador,Estudante,1600
54,800,6255,1,Porto Alegre,Estudante,883
64,656,7208,0,Porto Alegre,Empresário,10628
45,743,7892,0,Belo Horizonte,Assalariado,2710
33,642,7351,0,Porto Alegre,Estudante,1923
19,538,4652,0,Salvador,Desempregado,-303
33,313,3199,0,Porto Alegre,Desempregado,179
41,449,4011,0,Salvador,Empresário,9513
52,680,6765,0,Porto Alegre,Estudante,1554
29,655,6048,0,Belo Horizonte,Autônomo,5165
56,555,4802,1,Fortaleza,Desempregado,-290
61,317,5156,0,Salvador,Desempregado,1291
58,392,4871,0,Salvador,Empresário,9748
20,759,6941,0,Porto Alegre,Desempregado,439
45,790,9039,0,Salvador,Autônomo,5540
52,590,5160,0,Fortaleza,Empresário,9261
68,508,6417,0,Rio de Janeiro,Desempregado,-410
41,394,3705,1,Belo Horizonte,Desempregado,701
22,317,3609,1,São Paulo,Autônomo,4984
21,523,6758,1,São Paulo,Estudante,1967
26,820,8771,0,Rio de Janeiro,Assalariado,3426
35,613,6891,0,Rio de Janeiro,Assalariado,2979
46,363,2544,1,São Paulo,Desempregado,1076
59,414,3377,1,Fortaleza,Autônomo,4361
38,718,8258,0,Salvador,Empresário,9085
29,369,4318,1,Salvador,Assalariado,2998
40,631,5927,1,Porto Alegre,Estudante,1201
46,637,7260,0,São Paulo,Assalariado,3941
52,467,3207,1,Porto Alegre,Desempregado,1246
50,320,4140,1,Porto Alegre,Desempregado,1009
44,437,5415,1,Fortaleza,Assalariado,3338
62,347,1618,1,Salvador,Estudante,871
32,537,6259,1,Porto Alegre,Estudante,1116
45,829,8167,0,Salvador,Estudante,1837
52,707,5095,0,Belo Horizonte,Assalariado,3962
68,818,7336,0,Salvador,Desempregado,1278
28,416,5030,1,Fortaleza,Assalariado,3705
35,394,4818,0,São Paulo,Assalariado,2118
62,838,8746,0,Salvador,Estudante,598
51,834,9764,0,Salvador,Assalariado,2755
55,539,3600,1,Porto Alegre,Empresário,10943
25,332,4326,0,Rio de Janeiro,Empresário,9040
57,360,2511,0,São Paulo,Assalariado,3902
50,772,5804,0,Rio de Janeiro,Autônomo,5306
29,421,2704,0,Porto Alegre,Empresário,10070
26,343,4315,1,Belo Horizonte,Autônomo,4260
24,402,5057,0,Porto Alegre,Autônomo,4112
45,440,5289,1,Fortaleza,Estudante,976
51,557,4338,1,São Paulo,Desempregado,79
42,468,4348,1,Rio de Janeiro,Estudante,1617
35,791,7319,0,Rio de Janeiro,Estudante,878
19,325,4969,1,Porto Alegre,Autônomo,4191
49,427,3367,0,Porto Alegre,Autônomo,4347
20,304,1069,1,Belo Horizonte,Estudante,1915
27,821,9576,0,Fortaleza,Estudante,1631
36,492,5039,1,Porto Alegre,Empresário,10770
29,610,6503,1,Porto Alegre,Assalariado,3303
34,699,8405,0,Salvador,Autônomo,5724
31,384,5389,0,Salvador,Estudante,757
69,384,4201,0,Porto Alegre,Assalariado,3043
59,821,9004,0,Porto Alegre,Estudante,338
54,844,8086,0,Rio de Janeiro,Autônomo,4685
28,525,4254,0,São Paulo,Autônomo,5411
60,701,8269,0,Rio de Janeiro,Empresário,9612
63,489,5622,1,São Paulo,Autônomo,4961
38,733,9291,0,Belo Horizonte,Assalariado,2826
56,511,7048,0,Porto Alegre,Assalariado,2571
28,703,5419,0,Salvador,Assalariado,2836
21,699,5546,0,São Paulo,Assalariado,2561
57,499,6193,0,Belo Horizonte,Desempregado,1134
24,642,5477,1,São Paulo,Autônomo,4164
48,849,9094,0,São Paulo,Autônomo,4391
69,773,9169,0,Porto Alegre,Assalariado,3093
43,765,8107,0,Belo Horizonte,Autônomo,5716
32,637,7408,0,Salvador,Desempregado,57
53,457,4887,0,Belo Horizonte,Empresário,9614
62,617,6151,0,São Paulo,Estudante,1124
28,662,5224,0,Rio de Janeiro,Assalariado,2437
56,544,6281,0,Salvador,Estudante,944
24,567,5786,0,Salvador,Desempregado,826
49,592,4933,0,Fortaleza,Desempregado,-378
18,666,7819,0,Rio de Janeiro,Assalariado,2640
56,518,3548,0,Porto Alegre,Desempregado,261
18,805,9462,0,São Paulo,Empresário,9210
54,636,5734,0,Porto Alegre,Empresário,9687
68,842,8616,0,Porto Alegre,Assalariado,3072
45,839,6996,0,Rio de Janeiro,Estudante,1742
59,336,3053,1,Porto Alegre,Autônomo,4938
65,304,2465,1,Rio de Janeiro,Autônomo,4379
32,638,5149,0,Porto Alegre,Empresário,9706
22,693,8630,0,Rio de Janeiro,Estudante,1524
38,326,3803,1,Belo Horizonte,Assalariado,3964
34,476,4675,1,Rio de Janeiro,Empresário,10688
25,453,5157,0,Belo Horizonte,Assalariado,3515
61,831,9794,0,Belo Horizonte,Assalariado,3745
35,742,5526,0,Porto Alegre,Estudante,1212
47,446,5418,1,Salvador,Estudante,1309
48,516,4032,0,Rio de Janeiro,Empresário,10002
54,606,5278,1,Porto Alegre,Empresário,10532
58,833,9849,0,Salvador,Autônomo,5404
42,421,4146,1,Rio de Janeiro,Estudante,1752
38,471,3403,0,Belo Horizonte,Estudante,1028
68,311,4311,1,Belo Horizonte,Assalariado,2934
31,536,6893,0,São Paulo,Estudante,640
27,324,3768,1,Salvador,Estudante,1364
53,779,7117,0,São Paulo,Estudante,1385
53,504,4326,1,Fortaleza,Autônomo,4366
18,842,6946,0,São Paulo,Autônomo,4690
63,655,7504,0,Porto Alegre,Empresário,9894
61,555,6679,0,São Paulo,Estudante,1154
26,396,3673,1,Salvador,Assalariado,3570
61,841,6738,0,Salvador,Estudante,1938
52,752,6412,0,Rio de Janeiro,Assalariado,3548
63,790,5902,0,Fortaleza,Desempregado,1308
54,365,4149,0,Belo Horizonte,Desempregado,1114
33,661,8566,1,Fortaleza,Desempregado,853
34,816,8161,0,Porto Alegre,Estudante,1198
39,546,3861,0,Rio de Janeiro,Assalariado,3825
32,332,3106,0,Rio de Janeiro,Empresário,9584
66,630,5015,0,São Paulo,Desempregado,1362
51,622,5060,0,Porto Alegre,Assalariado,2716
66,578,3926,0,Belo Horizonte,Assalariado,2436
66,592,7285,0,Porto Alegre,Estudante,377
39,584,4369,1,Porto Alegre,Assalariado,2710
60,427,3707,1,São Paulo,Autônomo,5075
32,414,5702,0,Fortaleza,Estudante,1832
60,657,7279,0,Salvador,Autônomo,5032
52,504,5434,0,Porto Alegre,Desempregado,161
30,702,5898,1,Salvador,Empresário,9341
56,650,6587,0,Belo Horizonte,Estudante,1637
61,826,7158,0,Porto Alegre,Desempregado,892
21,649,7818,1,Porto Alegre,Estudante,668
28,398,3253,0,Fortaleza,Autônomo,4950
26,546,6650,0,Salvador,Estudante,1261
60,611,5348,0,Salvador,Empresário,10069
58,354,4960,1,Belo Horizonte,Empresário,10807
32,586,7826,1,Rio de Janeiro,Desempregado,1023
38,641,4583,1,Rio de Janeiro,Assalariado,2019
61,557,3601,0,Belo Horizonte,Assalariado,3492
18,559,4732,1,Belo Horizonte,Autônomo,4210
