Subscription Date,Churn Date,Customer Segment,Churn Reason,Subscription Duration (days),Acquisition Channel,Call Minutes (monthly),Data Usage (MB monthly),Location
2023-08-15,,pós-pago,,,Redes Sociais,389,3863,TX
2022-11-05,,pós-pago,,,Busca Online,398,4812,FL
2023-01-01,,pós-pago,,,Busca Online,945,2409,NY
2023-02-04,,pós-pago,,,Referência,206,1251,IL
2023-05-09,2023-08-27,pré-pago,Mudança para concorrente,110.0,Publicidade Tradicional,451,1769,FL
2023-03-18,,pós-pago,,,Publicidade Tradicional,369,2132,NY
2023-06-17,,pré-pago,,,Referência,775,1965,FL
2023-01-22,2023-03-11,pré-pago,Preço,48.0,Busca Online,438,1761,FL
2023-08-15,2024-07-20,pré-pago,,340.0,Busca Online,254,3855,WA
2022-10-08,,pós-pago,,,Busca Online,229,2877,FL
2022-09-25,2023-01-27,pós-pago,Atendimento ao Cliente,124.0,Referência,924,3487,TX
2023-04-09,,pré-pago,,,Referência,432,1253,IL
2022-09-17,,pós-pago,,,Busca Online,854,4562,CA
2023-08-31,,pós-pago,,,Redes Sociais,510,2811,WA
2023-01-20,,pré-pago,,,Busca Online,566,3212,CA
2022-11-03,,pré-pago,,,Redes Sociais,508,4211,CA
2023-01-22,,pré-pago,,,Busca Online,933,2462,NY
2022-10-28,,pré-pago,,,Referência,804,3209,NY
2023-02-04,,pré-pago,,,Referência,850,4052,CA
2023-05-14,2023-11-05,pré-pago,Qualidade do Serviço,175.0,Referência,313,2359,WA
2022-10-15,,pós-pago,,,Referência,235,3774,IL
2023-01-20,2023-05-22,pré-pago,Qualidade do Serviço,122.0,Redes Sociais,865,1192,IL
2023-06-20,,pré-pago,,,Publicidade Tradicional,101,806,CA
2022-09-21,,pré-pago,,,Busca Online,979,3032,CA
2022-09-22,,pré-pago,,,Redes Sociais,763,4344,NY
2023-01-03,,pré-pago,,,Busca Online,945,2735,CA
2022-10-08,,pré-pago,,,Publicidade Tradicional,533,1610,NY
2023-07-25,,pós-pago,,,Busca Online,255,3082,FL
2023-06-08,,pré-pago,,,Busca Online,565,4897,WA
2022-12-08,,pós-pago,,,Busca Online,45,2946,IL
2022-09-11,,pré-pago,,,Redes Sociais,509,3075,NY
2022-09-10,2023-04-02,pós-pago,Atendimento ao Cliente,204.0,Redes Sociais,736,1761,NY
2023-06-09,,pós-pago,,,Redes Sociais,111,1216,IL
2023-07-01,,pré-pago,,,Referência,316,1441,TX
2023-05-15,,pós-pago,,,Publicidade Tradicional,444,2277,CA
2023-07-23,,pré-pago,,,Redes Sociais,900,4528,TX
2022-10-15,,pós-pago,,,Redes Sociais,156,215,NY
2023-05-28,,pré-pago,,,Busca Online,489,3189,FL
2023-06-07,,pré-pago,,,Redes Sociais,36,1398,TX
2023-08-09,,pré-pago,,,Referência,769,2324,NY
2023-06-25,,pré-pago,,,Referência,125,395,NY
2022-12-27,,pós-pago,,,Publicidade Tradicional,936,4213,NY
2023-04-11,2023-09-07,pré-pago,Preço,149.0,Redes Sociais,351,4521,CA
2023-07-27,,pré-pago,,,Redes Sociais,931,954,NY
2022-09-27,2023-09-01,pós-pago,Preço,339.0,Publicidade Tradicional,164,2896,IL
2023-02-11,,pré-pago,,,Referência,521,4392,TX
2022-11-06,,pós-pago,,,Referência,912,538,CA
2022-11-09,,pré-pago,,,Referência,308,1842,IL
2023-01-16,2023-04-10,pré-pago,Mudança para concorrente,84.0,Redes Sociais,963,4964,IL
2023-01-19,,pré-pago,,,Busca Online,483,2837,CA
2022-09-08,2023-06-09,pós-pago,Qualidade do Serviço,274.0,Referência,208,3186,CA
2023-02-08,,pós-pago,,,Referência,60,570,IL
2022-10-06,,pré-pago,,,Busca Online,682,3092,CA
2022-11-11,,pós-pago,,,Redes Sociais,124,4176,CA
2022-12-29,,pós-pago,,,Redes Sociais,911,753,WA
2022-09-23,,pós-pago,,,Busca Online,915,3908,WA
2023-04-19,,pós-pago,,,Publicidade Tradicional,41,3931,WA
2022-12-29,,pós-pago,,,Referência,807,3663,WA
2023-01-03,,pré-pago,,,Publicidade Tradicional,61,1512,CA
2023-02-26,,pós-pago,,,Busca Online,736,1089,FL
2022-11-16,,pré-pago,,,Redes Sociais,836,3438,WA
2022-09-25,,pré-pago,,,Redes Sociais,72,3287,NY
2022-09-23,,pós-pago,,,Publicidade Tradicional,644,313,NY
2022-10-07,2022-12-04,pós-pago,Mudança para concorrente,58.0,Busca Online,702,4728,WA
2023-01-20,,pré-pago,,,Busca Online,32,137,WA
2022-11-10,,pré-pago,,,Busca Online,593,3688,FL
2022-09-23,,pré-pago,,,Busca Online,236,481,CA
2022-12-18,,pré-pago,,,Publicidade Tradicional,251,460,WA
2023-05-11,,pós-pago,,,Busca Online,237,1575,IL
2023-04-25,2024-03-13,pós-pago,Mudança para concorrente,323.0,Redes Sociais,624,808,TX
2023-03-23,,pós-pago,,,Publicidade Tradicional,234,1719,NY
2023-03-29,,pós-pago,,,Referência,889,1335,IL
2023-03-08,,pré-pago,,,Busca Online,517,3096,FL
2023-04-10,,pré-pago,,,Referência,671,776,TX
2023-01-18,,pós-pago,,,Publicidade Tradicional,919,2103,CA
2022-09-05,,pré-pago,,,Publicidade Tradicional,594,3747,TX
2023-06-13,,pós-pago,,,Referência,609,2529,NY
2023-05-24,,pré-pago,,,Busca Online,811,3668,FL
2023-07-08,,pós-pago,,,Publicidade Tradicional,863,2219,TX
2023-02-03,,pré-pago,,,Redes Sociais,450,2489,IL
2023-06-21,,pós-pago,,,Publicidade Tradicional,242,491,CA
2023-05-20,,pré-pago,,,Redes Sociais,871,3339,IL
2023-01-21,2023-08-09,pós-pago,Preço,200.0,Redes Sociais,419,1140,TX
2023-04-30,,pós-pago,,,Redes Sociais,504,3275,TX
2022-10-23,,pré-pago,,,Publicidade Tradicional,282,3292,IL
2023-08-26,,pré-pago,,,Busca Online,982,2397,IL
2023-03-15,2023-03-25,pré-pago,Atendimento ao Cliente,10.0,Busca Online,942,3273,WA
2023-08-02,,pré-pago,,,Busca Online,841,4551,TX
2022-10-17,,pré-pago,,,Referência,652,3256,TX
2023-03-29,,pós-pago,,,Referência,225,3391,WA
2022-12-16,,pré-pago,,,Referência,351,3024,CA
2023-05-29,,pós-pago,,,Redes Sociais,307,4626,IL
2022-10-27,2023-02-11,pré-pago,Atendimento ao Cliente,107.0,Referência,253,1438,CA
2023-04-17,,pós-pago,,,Referência,479,1318,WA
2023-02-22,,pré-pago,,,Redes Sociais,216,1908,NY
2023-07-22,,pós-pago,,,Busca Online,47,3455,WA
2022-11-03,,pós-pago,,,Referência,117,1299,TX
2023-03-27,2023-09-06,pré-pago,Atendimento ao Cliente,163.0,Busca Online,128,624,NY
2023-06-05,,pré-pago,,,Redes Sociais,167,672,WA
2023-05-10,,pós-pago,,,Referência,748,239,CA
2023-06-26,,pré-pago,,,Busca Online,936,1453,FL
2023-06-12,,pré-pago,,,Publicidade Tradicional,212,3521,FL
2022-11-25,2023-10-25,pré-pago,Mudança para concorrente,334.0,Publicidade Tradicional,413,468,TX
2022-09-01,,pré-pago,,,Redes Sociais,441,2401,FL
2022-09-27,,pós-pago,,,Busca Online,881,3097,IL
2023-08-02,2024-03-02,pós-pago,,213.0,Redes Sociais,647,451,NY
2023-04-05,,pós-pago,,,Publicidade Tradicional,739,456,TX
2023-01-17,,pré-pago,,,Busca Online,21,4523,WA
2023-02-08,,pós-pago,,,Redes Sociais,303,1253,WA
2022-10-08,2023-01-15,pós-pago,Mudança para concorrente,99.0,Referência,205,4080,TX
2023-06-27,,pós-pago,,,Busca Online,616,2446,CA
2023-01-14,,pré-pago,,,Referência,293,2039,TX
2023-03-01,,pré-pago,,,Publicidade Tradicional,984,1752,TX
2022-10-12,,pré-pago,,,Redes Sociais,458,4287,TX
2022-10-30,,pré-pago,,,Redes Sociais,681,3227,IL
2023-02-14,2023-04-09,pré-pago,Mudança para concorrente,54.0,Referência,269,3765,IL
2023-07-24,,pré-pago,,,Referência,908,431,FL
2023-07-18,,pré-pago,,,Publicidade Tradicional,479,2379,NY
2022-12-14,,pré-pago,,,Redes Sociais,958,2824,CA
2023-08-22,,pré-pago,,,Publicidade Tradicional,305,2248,TX
2022-09-07,,pré-pago,,,Redes Sociais,998,390,TX
2022-10-18,,pós-pago,,,Referência,37,2956,IL
2022-09-29,,pós-pago,,,Busca Online,708,3835,FL
2023-02-17,,pré-pago,,,Referência,743,2766,FL
2023-07-14,2024-07-09,pós-pago,Qualidade do Serviço,361.0,Redes Sociais,583,2752,FL
2023-06-28,,pós-pago,,,Redes Sociais,983,1568,TX
2022-11-17,2023-11-16,pré-pago,Atendimento ao Cliente,364.0,Busca Online,507,2914,CA
2023-02-14,,pós-pago,,,Redes Sociais,210,4708,TX
2023-04-14,2023-10-31,pré-pago,Atendimento ao Cliente,200.0,Publicidade Tradicional,322,3380,FL
2023-05-28,,pré-pago,,,Publicidade Tradicional,397,1124,NY
2023-02-08,,pós-pago,,,Referência,409,3001,WA
2022-12-30,2023-10-24,pré-pago,,298.0,Redes Sociais,237,1367,CA
2023-06-17,,pré-pago,,,Referência,901,4145,WA
2023-04-18,,pré-pago,,,Redes Sociais,982,301,TX
2023-02-03,,pré-pago,,,Redes Sociais,574,4964,CA
2023-04-28,,pré-pago,,,Referência,515,1214,TX
2022-11-12,,pós-pago,,,Publicidade Tradicional,297,3864,NY
2023-02-27,,pós-pago,,,Publicidade Tradicional,741,2311,WA
2023-07-05,,pós-pago,,,Publicidade Tradicional,406,4577,TX
2023-01-09,,pré-pago,,,Busca Online,794,2701,CA
2023-01-19,,pós-pago,,,Busca Online,950,1365,WA
2023-08-14,,pré-pago,,,Redes Sociais,290,3796,IL
2023-07-30,,pré-pago,,,Referência,297,3232,IL
2023-03-26,,pós-pago,,,Referência,316,2101,NY
2022-10-20,,pós-pago,,,Publicidade Tradicional,267,1155,FL
2023-03-21,,pré-pago,,,Busca Online,515,2535,FL
2023-05-07,,pré-pago,,,Referência,939,4968,WA
2023-01-25,,pós-pago,,,Referência,780,2466,NY
2023-06-07,,pós-pago,,,Redes Sociais,606,1637,TX
2023-08-16,,pós-pago,,,Redes Sociais,211,109,FL
2023-08-16,,pós-pago,,,Redes Sociais,333,4652,IL
2023-01-28,,pós-pago,,,Publicidade Tradicional,624,2206,TX
2022-11-05,2023-04-11,pós-pago,Preço,157.0,Referência,223,295,IL
2023-05-09,,pós-pago,,,Publicidade Tradicional,544,4332,NY
2023-02-22,,pré-pago,,,Busca Online,969,4710,NY
2023-01-07,,pré-pago,,,Redes Sociais,280,4570,CA
2022-12-18,,pós-pago,,,Referência,938,799,IL
2023-05-27,,pós-pago,,,Redes Sociais,317,2810,WA
2023-04-28,,pós-pago,,,Publicidade Tradicional,893,4610,WA
2023-04-28,,pós-pago,,,Referência,924,3750,NY
2022-09-18,,pré-pago,,,Publicidade Tradicional,415,3725,FL
2022-12-28,2023-07-24,pré-pago,Preço,208.0,Publicidade Tradicional,242,3986,TX
2023-02-05,,pós-pago,,,Publicidade Tradicional,271,4961,NY
2023-08-22,,pós-pago,,,Referência,727,1838,NY
2023-01-21,,pós-pago,,,Publicidade Tradicional,676,1713,WA
2023-07-28,,pós-pago,,,Publicidade Tradicional,937,3351,IL
2023-05-16,2023-09-18,pós-pago,Mudança para concorrente,125.0,Busca Online,81,489,IL
2023-04-22,,pós-pago,,,Referência,500,3989,CA
2023-04-14,,pós-pago,,,Publicidade Tradicional,511,4441,IL
2022-10-09,,pré-pago,,,Publicidade Tradicional,12,4094,IL
2022-12-19,,pós-pago,,,Redes Sociais,73,4358,NY
2023-05-30,,pós-pago,,,Busca Online,952,3674,TX
2023-05-12,,pós-pago,,,Busca Online,673,1059,CA
2022-11-05,,pré-pago,,,Busca Online,512,157,CA
2023-04-18,,pré-pago,,,Busca Online,508,3859,IL
2023-01-13,,pré-pago,,,Referência,172,720,CA
2023-01-28,,pré-pago,,,Redes Sociais,203,995,WA
2022-11-14,,pré-pago,,,Redes Sociais,509,3561,WA
2023-01-26,,pós-pago,,,Redes Sociais,491,3194,IL
2023-01-04,2023-10-31,pós-pago,,300.0,Publicidade Tradicional,345,4980,IL
2022-10-19,,pós-pago,,,Redes Sociais,790,2213,FL
2023-04-28,,pré-pago,,,Redes Sociais,171,2208,NY
2023-08-31,,pós-pago,,,Busca Online,289,1821,CA
2022-09-18,,pré-pago,,,Publicidade Tradicional,928,3959,WA
2022-10-01,,pós-pago,,,Busca Online,327,4364,CA
2023-05-06,2024-02-09,pós-pago,Mudança para concorrente,279.0,Referência,386,3515,FL
2022-10-09,,pós-pago,,,Busca Online,570,4353,NY
2022-11-24,,pós-pago,,,Redes Sociais,134,4598,WA
2023-04-13,,pós-pago,,,Busca Online,42,4456,FL
2023-03-20,2023-11-22,pré-pago,,247.0,Referência,472,855,FL
2023-06-14,,pré-pago,,,Publicidade Tradicional,992,752,FL
2023-08-20,,pós-pago,,,Publicidade Tradicional,347,276,NY
2023-03-30,,pré-pago,,,Busca Online,330,3167,NY
2022-12-01,,pré-pago,,,Referência,987,1994,TX
2023-08-21,,pré-pago,,,Publicidade Tradicional,878,2498,NY
2022-09-14,,pós-pago,,,Referência,703,3399,FL
2023-08-20,,pós-pago,,,Publicidade Tradicional,742,202,WA
2023-02-18,,pré-pago,,,Busca Online,570,1834,FL
2023-08-26,,pré-pago,,,Referência,124,4044,NY
2022-10-08,,pré-pago,,,Referência,806,4078,WA
2022-10-28,,pós-pago,,,Busca Online,64,4055,CA
2023-08-06,,pós-pago,,,Redes Sociais,118,4679,WA
2023-05-04,2023-12-05,pós-pago,Qualidade do Serviço,215.0,Publicidade Tradicional,268,1968,FL
2022-09-19,2022-11-20,pré-pago,Atendimento ao Cliente,62.0,Busca Online,16,2396,FL
2023-04-26,,pré-pago,,,Redes Sociais,24,1209,IL
2022-09-25,,pós-pago,,,Referência,282,2537,NY
2022-12-12,,pós-pago,,,Redes Sociais,436,1534,WA
2023-01-17,,pré-pago,,,Busca Online,557,1256,FL
2023-06-12,,pós-pago,,,Busca Online,98,3463,NY
2023-04-27,,pós-pago,,,Redes Sociais,259,3215,CA
2023-01-15,,pré-pago,,,Referência,524,389,NY
2023-01-20,2023-04-19,pré-pago,Qualidade do Serviço,89.0,Busca Online,667,1967,FL
2023-05-02,2023-12-19,pré-pago,,231.0,Referência,903,693,FL
2023-06-27,,pré-pago,,,Publicidade Tradicional,617,3616,TX
2022-12-31,,pré-pago,,,Redes Sociais,714,515,NY
2023-05-12,,pré-pago,,,Referência,885,3572,FL
2023-04-16,,pós-pago,,,Referência,199,2470,WA
2022-12-25,,pré-pago,,,Busca Online,944,306,IL
2023-04-13,,pré-pago,,,Publicidade Tradicional,72,2414,NY
2022-12-12,2023-06-04,pré-pago,,174.0,Publicidade Tradicional,495,3610,CA
2023-02-15,2023-11-03,pós-pago,Mudança para concorrente,261.0,Busca Online,572,4608,FL
2023-04-21,,pré-pago,,,Busca Online,551,1328,NY
2022-11-09,,pós-pago,,,Publicidade Tradicional,714,754,CA
2023-08-08,,pré-pago,,,Redes Sociais,260,4554,WA
2023-05-29,2023-06-19,pré-pago,Preço,21.0,Referência,898,1811,FL
2023-03-16,2023-07-11,pré-pago,,117.0,Busca Online,121,2108,IL
2023-01-25,,pós-pago,,,Referência,824,1071,WA
2023-06-27,2023-08-25,pós-pago,Qualidade do Serviço,59.0,Publicidade Tradicional,225,2907,CA
2023-04-30,,pré-pago,,,Redes Sociais,506,1718,WA
2022-10-23,,pré-pago,,,Busca Online,632,1654,IL
2023-08-18,,pré-pago,,,Publicidade Tradicional,773,1964,NY
2023-08-14,,pós-pago,,,Busca Online,13,514,WA
2023-05-01,,pré-pago,,,Publicidade Tradicional,237,785,FL
2023-03-20,,pós-pago,,,Referência,622,3665,CA
2022-09-12,,pós-pago,,,Redes Sociais,848,4808,NY
2023-06-23,2024-03-04,pré-pago,,255.0,Busca Online,755,3415,IL
2022-11-17,2023-03-19,pós-pago,Qualidade do Serviço,122.0,Redes Sociais,354,731,IL
2023-01-27,,pós-pago,,,Busca Online,880,4831,TX
2023-08-25,2024-02-03,pós-pago,Preço,162.0,Publicidade Tradicional,19,2138,FL
2023-07-01,,pós-pago,,,Referência,680,4158,NY
2023-06-13,,pós-pago,,,Busca Online,245,4363,NY
2022-11-12,,pré-pago,,,Referência,332,4156,FL
2022-12-26,,pós-pago,,,Redes Sociais,178,3360,NY
2023-02-07,2024-01-02,pós-pago,Mudança para concorrente,329.0,Busca Online,496,1777,NY
2023-04-05,,pré-pago,,,Redes Sociais,253,4300,IL
2022-11-07,,pós-pago,,,Redes Sociais,272,3471,IL
2023-02-16,,pré-pago,,,Busca Online,536,1751,FL
2023-08-19,,pré-pago,,,Redes Sociais,956,3536,FL
2023-01-09,,pré-pago,,,Referência,971,3993,CA
2023-06-20,,pós-pago,,,Busca Online,871,2271,WA
2023-06-17,,pós-pago,,,Publicidade Tradicional,408,3146,TX
2022-10-21,,pré-pago,,,Redes Sociais,148,1882,NY
2023-07-15,,pré-pago,,,Busca Online,382,3687,IL
2022-10-09,2023-09-04,pós-pago,Qualidade do Serviço,330.0,Publicidade Tradicional,140,4996,FL
2023-08-06,,pré-pago,,,Publicidade Tradicional,844,4753,CA
2023-04-10,,pós-pago,,,Referência,841,4516,NY
2022-11-10,,pré-pago,,,Referência,962,3304,FL
2023-08-24,,pré-pago,,,Publicidade Tradicional,877,3704,NY
2023-05-08,,pré-pago,,,Publicidade Tradicional,230,2688,WA
2023-01-05,,pré-pago,,,Publicidade Tradicional,65,4489,NY
2022-10-11,,pós-pago,,,Referência,283,1242,NY
2022-12-24,,pré-pago,,,Redes Sociais,31,1359,WA
2023-06-19,,pré-pago,,,Redes Sociais,89,374,CA
2023-04-21,,pré-pago,,,Publicidade Tradicional,194,2977,NY
2023-03-21,,pós-pago,,,Busca Online,475,3946,NY
2023-04-05,,pós-pago,,,Publicidade Tradicional,152,549,IL
2023-07-04,,pré-pago,,,Busca Online,410,3101,IL
2023-03-25,,pós-pago,,,Referência,194,3240,NY
2023-07-22,,pré-pago,,,Referência,431,4174,TX
2023-06-28,,pré-pago,,,Referência,773,3086,NY
2023-01-13,,pós-pago,,,Busca Online,415,492,NY
2023-06-05,2024-02-17,pré-pago,,257.0,Publicidade Tradicional,506,2584,WA
2023-01-20,,pré-pago,,,Redes Sociais,562,2234,NY
2023-07-21,,pré-pago,,,Redes Sociais,410,4238,FL
2023-06-14,,pós-pago,,,Publicidade Tradicional,686,1485,WA
2022-12-28,2023-06-19,pós-pago,Mudança para concorrente,173.0,Publicidade Tradicional,214,1048,WA
2023-04-29,,pré-pago,,,Referência,41,966,TX
2023-08-12,,pós-pago,,,Publicidade Tradicional,265,1257,IL
2023-05-18,,pré-pago,,,Busca Online,862,4243,WA
2022-09-04,,pós-pago,,,Referência,204,2335,NY
2023-01-30,,pré-pago,,,Redes Sociais,398,4156,NY
2022-11-10,,pós-pago,,,Referência,555,769,TX
2023-05-30,,pós-pago,,,Publicidade Tradicional,932,3099,NY
2023-04-02,2024-03-08,pré-pago,Atendimento ao Cliente,341.0,Busca Online,286,3379,TX
2023-08-26,,pós-pago,,,Publicidade Tradicional,488,1341,TX
2023-04-19,,pré-pago,,,Referência,196,1187,IL
2023-05-21,,pré-pago,,,Busca Online,462,4450,WA
2022-09-24,,pré-pago,,,Publicidade Tradicional,932,1141,IL
2023-06-05,,pré-pago,,,Publicidade Tradicional,165,1062,IL
2023-08-19,,pós-pago,,,Referência,101,2517,CA
2022-12-10,2023-10-21,pós-pago,Preço,315.0,Referência,681,382,IL
2022-12-01,,pós-pago,,,Referência,136,4059,IL
2023-06-09,2023-08-10,pré-pago,Preço,62.0,Referência,425,1308,TX
2022-10-19,,pós-pago,,,Referência,60,4705,WA
2023-02-01,2023-03-22,pré-pago,Mudança para concorrente,49.0,Referência,441,1379,FL
2023-01-16,,pré-pago,,,Busca Online,560,4633,FL
2023-07-25,,pré-pago,,,Redes Sociais,678,1106,NY
2022-10-29,,pré-pago,,,Referência,985,2033,FL
2022-10-21,,pré-pago,,,Referência,903,2335,CA
2023-04-04,2024-03-26,pós-pago,,357.0,Busca Online,171,4714,FL
2022-10-08,,pré-pago,,,Publicidade Tradicional,979,110,CA
2022-12-22,,pós-pago,,,Referência,525,2659,CA
2023-07-13,,pós-pago,,,Referência,625,2990,CA
2023-07-10,,pré-pago,,,Referência,773,2983,TX
2023-02-25,,pré-pago,,,Redes Sociais,793,430,FL
2023-08-08,,pré-pago,,,Redes Sociais,185,2764,WA
2022-10-03,2023-02-18,pós-pago,Atendimento ao Cliente,138.0,Busca Online,19,4909,TX
2022-10-23,,pós-pago,,,Publicidade Tradicional,274,764,NY
2023-06-01,,pós-pago,,,Referência,303,824,NY
2023-06-01,,pré-pago,,,Referência,296,460,TX
2023-07-18,2023-11-14,pós-pago,Qualidade do Serviço,119.0,Referência,892,2443,NY
2023-01-12,,pós-pago,,,Referência,802,3100,FL
2023-08-10,,pós-pago,,,Referência,207,3956,TX
2023-06-18,,pré-pago,,,Referência,532,252,TX
2023-04-20,,pós-pago,,,Busca Online,837,661,CA
2022-12-23,,pós-pago,,,Referência,520,1928,NY
2022-12-09,,pós-pago,,,Busca Online,409,4995,WA
2023-03-29,2023-09-20,pós-pago,,175.0,Busca Online,212,1090,CA
2023-06-06,,pré-pago,,,Busca Online,10,4346,TX
2023-08-13,,pós-pago,,,Referência,990,1729,TX
2023-04-16,,pré-pago,,,Referência,903,1389,CA
2023-01-20,2023-05-25,pós-pago,Atendimento ao Cliente,125.0,Publicidade Tradicional,597,3159,IL
2023-05-19,,pré-pago,,,Publicidade Tradicional,725,870,CA
2022-11-08,,pós-pago,,,Busca Online,127,3540,WA
2022-12-02,,pré-pago,,,Publicidade Tradicional,399,4989,FL
2023-04-17,2023-07-29,pré-pago,Preço,103.0,Busca Online,150,3157,FL
2023-08-14,,pré-pago,,,Referência,324,4277,FL
2022-12-23,,pré-pago,,,Busca Online,900,1003,NY
2022-12-04,,pré-pago,,,Referência,444,3904,CA
2022-11-28,,pós-pago,,,Publicidade Tradicional,839,4046,NY
2022-12-23,,pré-pago,,,Publicidade Tradicional,87,1169,FL
2023-04-15,,pós-pago,,,Busca Online,35,1745,WA
2023-05-26,,pré-pago,,,Redes Sociais,267,2593,WA
2022-11-03,,pré-pago,,,Publicidade Tradicional,259,4732,IL
2023-06-12,,pós-pago,,,Busca Online,984,4191,TX
2023-06-26,2023-09-28,pós-pago,Mudança para concorrente,94.0,Redes Sociais,56,2017,NY
2023-05-31,,pré-pago,,,Referência,427,2026,TX
2022-10-27,,pós-pago,,,Referência,767,1407,TX
2023-05-08,,pré-pago,,,Referência,984,3658,FL
2023-08-10,,pós-pago,,,Referência,939,1418,TX
2023-02-12,,pré-pago,,,Redes Sociais,346,1033,TX
2023-04-10,,pré-pago,,,Redes Sociais,839,4674,NY
2023-05-19,2023-10-16,pós-pago,,150.0,Referência,123,3689,NY
2022-11-22,,pré-pago,,,Referência,155,4547,FL
2023-05-26,2023-09-17,pós-pago,Mudança para concorrente,114.0,Busca Online,461,3713,CA
2023-08-30,2024-01-09,pré-pago,Mudança para concorrente,132.0,Referência,694,2776,WA
2023-08-22,,pré-pago,,,Referência,224,3283,CA
2023-07-19,,pré-pago,,,Referência,875,1427,IL
2023-03-16,,pré-pago,,,Referência,763,357,FL
2023-07-28,,pós-pago,,,Redes Sociais,409,3768,CA
2023-04-17,2023-06-13,pré-pago,Qualidade do Serviço,57.0,Busca Online,98,3225,WA
2022-12-03,,pré-pago,,,Referência,754,3751,CA
2023-01-05,,pós-pago,,,Referência,346,3418,NY
2023-06-09,,pré-pago,,,Publicidade Tradicional,834,2203,WA
2023-04-17,,pré-pago,,,Referência,99,3483,FL
2022-12-13,,pré-pago,,,Redes Sociais,448,785,TX
2022-10-23,,pré-pago,,,Publicidade Tradicional,887,217,NY
2023-05-04,2024-03-10,pós-pago,Preço,311.0,Referência,325,2454,FL
2023-04-21,2023-05-16,pós-pago,Atendimento ao Cliente,25.0,Redes Sociais,626,1615,TX
2022-11-25,,pré-pago,,,Busca Online,675,1122,NY
2023-03-04,,pós-pago,,,Publicidade Tradicional,182,3238,CA
2022-12-30,,pós-pago,,,Publicidade Tradicional,153,3930,IL
2022-11-29,2023-07-07,pós-pago,,220.0,Busca Online,265,144,NY
2022-11-29,2022-12-09,pós-pago,Preço,10.0,Referência,855,3475,TX
2022-09-04,,pré-pago,,,Busca Online,946,2044,TX
2022-09-05,,pós-pago,,,Redes Sociais,364,233,FL
2022-11-09,,pós-pago,,,Redes Sociais,202,504,TX
2022-10-10,,pré-pago,,,Referência,379,3740,WA
2023-03-03,,pré-pago,,,Referência,120,878,TX
2022-09-10,,pós-pago,,,Referência,858,4843,IL
2023-03-07,,pós-pago,,,Publicidade Tradicional,907,2191,FL
2022-09-16,,pré-pago,,,Busca Online,470,1454,NY
2023-03-27,2024-03-19,pré-pago,Mudança para concorrente,358.0,Busca Online,557,3888,CA
2022-10-06,,pós-pago,,,Redes Sociais,438,700,CA
2023-03-09,,pós-pago,,,Busca Online,831,4689,WA
2022-10-21,,pós-pago,,,Busca Online,150,4965,FL
2022-09-14,,pós-pago,,,Busca Online,310,1925,WA
2023-06-29,,pós-pago,,,Publicidade Tradicional,169,1453,CA
2023-04-17,,pré-pago,,,Busca Online,51,3694,FL
2023-08-22,,pré-pago,,,Redes Sociais,319,3258,IL
2022-09-10,,pré-pago,,,Referência,535,2865,WA
2023-01-13,,pré-pago,,,Busca Online,672,3362,IL
2023-01-26,,pré-pago,,,Redes Sociais,982,2527,CA
2023-03-26,,pós-pago,,,Referência,718,1371,FL
2023-01-11,2023-11-27,pré-pago,Atendimento ao Cliente,320.0,Busca Online,580,4812,IL
2023-01-16,,pré-pago,,,Busca Online,806,3110,NY
2023-07-27,,pós-pago,,,Busca Online,640,4940,TX
2023-08-18,,pós-pago,,,Publicidade Tradicional,573,327,TX
2023-01-28,2024-01-27,pós-pago,Mudança para concorrente,364.0,Publicidade Tradicional,68,1761,IL
2022-09-26,,pré-pago,,,Publicidade Tradicional,767,1784,NY
2022-11-10,,pré-pago,,,Publicidade Tradicional,787,4199,NY
2022-11-29,,pré-pago,,,Busca Online,272,2561,NY
2022-10-29,2022-12-19,pré-pago,Preço,51.0,Redes Sociais,597,4421,CA
2023-03-11,,pré-pago,,,Busca Online,773,713,FL
2023-08-20,,pré-pago,,,Busca Online,999,408,NY
2023-07-15,,pré-pago,,,Busca Online,976,4418,IL
2022-09-22,,pós-pago,,,Redes Sociais,543,1942,IL
2023-06-01,,pré-pago,,,Publicidade Tradicional,998,3028,NY
2023-04-07,2023-12-17,pré-pago,Atendimento ao Cliente,254.0,Busca Online,593,2776,TX
2023-06-03,2023-12-18,pré-pago,Qualidade do Serviço,198.0,Publicidade Tradicional,873,4623,NY
2023-03-20,,pós-pago,,,Redes Sociais,397,1523,TX
2023-05-09,,pós-pago,,,Publicidade Tradicional,725,1393,NY
2023-03-22,2023-04-12,pré-pago,Atendimento ao Cliente,21.0,Redes Sociais,487,4272,IL
2022-10-21,,pré-pago,,,Redes Sociais,120,2445,TX
2023-02-14,,pré-pago,,,Redes Sociais,354,2508,WA
2023-01-14,,pré-pago,,,Redes Sociais,510,3497,FL
2022-12-26,,pós-pago,,,Redes Sociais,884,2015,IL
2023-05-07,2023-11-14,pré-pago,,191.0,Redes Sociais,911,3028,IL
2023-05-07,,pós-pago,,,Redes Sociais,973,1216,IL
2023-04-28,,pós-pago,,,Publicidade Tradicional,75,1241,NY
2023-02-05,2023-12-17,pós-pago,Atendimento ao Cliente,315.0,Referência,806,3936,WA
2022-09-02,,pós-pago,,,Publicidade Tradicional,302,4569,CA
2023-06-25,,pós-pago,,,Referência,471,2331,WA
