ID_Venda,Data,ID_Loja,Localizacao,Canal,Categoria_Produto,Produto,Quantidade,Preco_Unitario,Desconto,ID_Cliente,Idade_Cliente,Genero_Cliente,Feedback
19351,2022-01-18 21:36:28,051,Porto Alegre,Online,Calças,Calça Treino,3,146,23,20350,54,Outro,Regular
19352,2022-12-02 23:38:45,052,São Paulo,Loja Física,Calças,Calça Casual,2,478,47,20351,53,Outro,Ruim
19353,2022-07-21 20:05:36,053,São Paulo,Loja Física,Tênis,NMD,2,460,22,20352,40,Feminino,Regular
19354,2022-02-26 18:36:53,054,Porto Alegre,Online,Calças,Calça Casual,3,569,49,20353,18,Outro,Ruim
19355,2022-11-19 04:39:49,055,Porto Alegre,Online,Camisetas,Camiseta Clássica,4,340,33,20354,37,Masculino,Regular
19356,2022-07-21 02:49:44,056,Belo Horizonte,Online,Camisetas,Camiseta Estampada,3,86,1,20355,48,Masculino,Ótimo
19357,2022-05-07 01:27:20,057,São Paulo,Loja Física,Calças,Calça Casual,4,227,30,20356,15,Outro,Regular
19358,2022-03-27 03:53:57,058,Rio de Janeiro,Loja Física,Tênis,Ultraboost,4,508,17,20357,42,Masculino,Bom
19359,2022-07-07 14:54:03,059,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,1,250,32,20358,28,Masculino,Regular
19360,2022-08-22 18:27:22,060,Rio de Janeiro,Loja Física,Calças,Calça Treino,3,490,48,20359,66,Masculino,Bom
19361,2022-09-13 05:06:16,061,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,1,211,4,20360,30,Outro,Ruim
19362,2022-01-19 19:35:14,062,Porto Alegre,Loja Física,Camisetas,Camiseta Clássica,2,78,31,20361,47,Outro,Ótimo
19363,2022-07-24 16:52:32,063,São Paulo,Online,Calças,Calça Treino,2,461,14,20362,20,Feminino,Bom
19364,2022-12-30 04:47:43,064,Porto Alegre,Loja Física,Tênis,NMD,4,471,3,20363,29,Masculino,Ruim
19365,2022-10-31 08:26:46,065,Rio de Janeiro,Loja Física,Calças,Calça Treino,3,219,34,20364,21,Outro,Ótimo
19366,2022-01-08 06:36:21,066,São Paulo,Loja Física,Camisetas,Camiseta Estampada,4,162,32,20365,21,Feminino,Regular
19367,2022-07-31 02:38:11,067,Belo Horizonte,Online,Tênis,NMD,1,320,9,20366,22,Masculino,Ruim
19368,2022-12-05 08:41:49,068,São Paulo,Online,Calças,Calça Treino,3,500,8,20367,27,Feminino,Regular
19369,2022-04-11 04:37:41,069,Belo Horizonte,Loja Física,Calças,Calça Treino,1,514,28,20368,43,Masculino,Bom
19370,2022-03-01 20:44:57,070,Rio de Janeiro,Online,Calças,Calça Casual,4,493,40,20369,60,Feminino,Ruim
19371,2022-10-08 00:16:23,071,São Paulo,Online,Tênis,Ultraboost,1,429,42,20370,30,Masculino,Ótimo
19372,2022-11-27 20:15:43,072,Porto Alegre,Online,Tênis,NMD,3,104,37,20371,56,Masculino,Bom
19373,2022-02-14 16:05:29,073,Belo Horizonte,Loja Física,Tênis,NMD,3,53,47,20372,64,Outro,Ótimo
19374,2022-09-21 08:02:42,074,Porto Alegre,Loja Física,Calças,Calça Treino,4,493,25,20373,59,Feminino,Regular
19375,2022-08-29 11:29:32,075,Belo Horizonte,Online,Camisetas,Camiseta Clássica,3,399,26,20374,27,Masculino,Ótimo
19376,2022-12-11 06:15:48,076,Belo Horizonte,Online,Camisetas,Camiseta Estampada,1,246,18,20375,15,Masculino,Ruim
19377,2022-08-01 08:59:18,077,Belo Horizonte,Online,Camisetas,Camiseta Estampada,1,500,3,20376,25,Feminino,Ruim
19378,2022-06-15 06:57:18,078,São Paulo,Loja Física,Camisetas,Camiseta Estampada,2,567,25,20377,62,Masculino,Regular
19379,2022-08-30 02:58:33,079,Porto Alegre,Online,Calças,Calça Casual,4,506,22,20378,58,Masculino,Ótimo
19380,2022-01-02 21:07:30,080,Porto Alegre,Online,Calças,Calça Casual,4,487,14,20379,18,Feminino,Bom
19381,2022-11-04 01:39:19,081,Rio de Janeiro,Online,Calças,Calça Casual,2,313,12,20380,29,Feminino,Regular
19382,2022-04-03 07:06:15,082,Porto Alegre,Loja Física,Calças,Calça Treino,1,55,26,20381,25,Masculino,Ruim
19383,2022-10-30 04:57:41,083,Porto Alegre,Online,Tênis,Ultraboost,2,358,37,20382,44,Outro,Ruim
19384,2022-09-12 16:37:28,084,Porto Alegre,Loja Física,Tênis,Superstar,3,484,17,20383,41,Feminino,Ótimo
19385,2022-12-13 01:27:42,085,Belo Horizonte,Loja Física,Calças,Calça Casual,3,101,11,20384,33,Masculino,Ótimo
19386,2022-09-13 07:17:20,086,São Paulo,Online,Calças,Calça Treino,1,483,28,20385,39,Feminino,Regular
19387,2022-10-26 12:08:46,087,Porto Alegre,Loja Física,Tênis,Ultraboost,2,69,4,20386,55,Masculino,Ruim
19388,2022-09-02 10:51:55,088,Porto Alegre,Loja Física,Calças,Calça Treino,3,200,35,20387,44,Feminino,Ruim
19389,2022-09-04 08:57:16,089,Belo Horizonte,Loja Física,Calças,Calça Treino,3,258,47,20388,24,Feminino,Regular
19390,2022-02-19 20:32:56,090,Belo Horizonte,Online,Tênis,NMD,1,520,10,20389,50,Outro,Regular
19391,2022-12-27 01:17:14,091,Rio de Janeiro,Online,Calças,Calça Treino,2,287,36,20390,53,Outro,Ótimo
19392,2022-04-30 14:06:18,092,Porto Alegre,Online,Camisetas,Camiseta Estampada,2,101,41,20391,53,Outro,Bom
19393,2022-10-26 11:57:53,093,Belo Horizonte,Online,Tênis,Superstar,2,547,18,20392,56,Masculino,Bom
19394,2022-06-08 11:13:34,094,São Paulo,Online,Camisetas,Camiseta Clássica,2,482,15,20393,69,Feminino,Regular
19395,2022-11-24 23:44:42,095,Porto Alegre,Online,Calças,Calça Casual,1,154,45,20394,20,Feminino,Bom
19396,2022-10-20 17:32:50,096,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,4,276,37,20395,16,Outro,Ruim
19397,2022-04-03 16:04:51,097,Rio de Janeiro,Loja Física,Calças,Calça Casual,1,130,44,20396,60,Outro,Ótimo
19398,2022-04-05 22:14:53,098,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,4,197,24,20397,39,Outro,Ótimo
19399,2022-07-27 12:34:05,099,Porto Alegre,Online,Tênis,Superstar,4,257,32,20398,50,Feminino,Regular
19400,2022-08-17 19:14:25,100,Belo Horizonte,Online,Camisetas,Camiseta Clássica,3,266,14,20399,64,Outro,Ótimo
19401,2022-06-30 01:21:44,001,Porto Alegre,Online,Tênis,Superstar,4,88,46,20400,43,Outro,Bom
19402,2022-09-15 07:13:55,002,Porto Alegre,Online,Calças,Calça Treino,4,264,34,20401,45,Feminino,Regular
19403,2022-07-28 23:36:32,003,Belo Horizonte,Online,Camisetas,Camiseta Estampada,1,414,9,20402,53,Masculino,Regular
19404,2022-10-28 21:55:42,004,Belo Horizonte,Online,Tênis,Superstar,2,272,18,20403,22,Outro,Regular
19405,2022-01-02 21:42:09,005,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,1,340,34,20404,57,Masculino,Regular
19406,2022-09-21 15:35:52,006,Belo Horizonte,Loja Física,Calças,Calça Treino,1,500,24,20405,23,Outro,Ótimo
19407,2022-09-06 18:37:00,007,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,3,247,19,20406,27,Masculino,Ótimo
19408,2022-05-11 17:52:12,008,Belo Horizonte,Online,Tênis,Ultraboost,2,510,39,20407,41,Outro,Regular
19409,2022-06-28 04:05:07,009,Belo Horizonte,Online,Calças,Calça Treino,2,406,45,20408,45,Feminino,Bom
19410,2022-11-30 06:26:45,010,São Paulo,Loja Física,Tênis,NMD,3,403,21,20409,61,Feminino,Regular
19411,2022-11-10 04:49:54,011,Belo Horizonte,Loja Física,Tênis,NMD,2,171,24,20410,65,Outro,Regular
19412,2022-05-08 15:11:16,012,São Paulo,Online,Camisetas,Camiseta Clássica,3,447,42,20411,42,Feminino,Bom
19413,2022-09-19 03:16:52,013,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,4,358,43,20412,29,Masculino,Ótimo
19414,2022-08-07 22:15:36,014,Porto Alegre,Loja Física,Calças,Calça Casual,4,268,21,20413,40,Masculino,Ótimo
19415,2022-03-13 19:50:21,015,Belo Horizonte,Loja Física,Calças,Calça Casual,4,91,18,20414,41,Feminino,Ruim
19416,2022-12-02 03:17:15,016,Porto Alegre,Online,Tênis,NMD,2,153,0,20415,58,Outro,Bom
19417,2022-08-28 09:15:19,017,Rio de Janeiro,Loja Física,Calças,Calça Treino,3,193,27,20416,58,Feminino,Ruim
19418,2022-01-21 06:00:20,018,Porto Alegre,Online,Tênis,Superstar,1,512,23,20417,65,Masculino,Ruim
19419,2022-01-05 04:40:38,019,São Paulo,Loja Física,Calças,Calça Treino,1,75,46,20418,46,Outro,Regular
19420,2022-11-08 16:56:40,020,Rio de Janeiro,Online,Tênis,Superstar,4,267,11,20419,60,Outro,Ótimo
19421,2022-03-02 08:11:23,021,Porto Alegre,Online,Calças,Calça Casual,2,422,32,20420,30,Outro,Ruim
19422,2022-05-02 09:10:41,022,Porto Alegre,Loja Física,Calças,Calça Casual,2,152,21,20421,32,Feminino,Ruim
19423,2022-01-01 22:20:21,023,Porto Alegre,Online,Calças,Calça Treino,1,151,35,20422,28,Feminino,Regular
19424,2022-03-06 22:48:19,024,Rio de Janeiro,Online,Tênis,Superstar,1,493,33,20423,43,Feminino,Bom
19425,2022-01-12 00:37:56,025,São Paulo,Online,Camisetas,Camiseta Clássica,3,281,39,20424,37,Outro,Ruim
19426,2022-07-16 03:53:34,026,Belo Horizonte,Online,Calças,Calça Treino,4,330,25,20425,63,Masculino,Bom
19427,2022-02-15 14:37:53,027,São Paulo,Online,Calças,Calça Casual,1,333,10,20426,52,Feminino,Ótimo
19428,2022-01-19 21:58:35,028,Porto Alegre,Online,Tênis,Ultraboost,4,540,6,20427,28,Masculino,Bom
19429,2022-08-18 19:51:23,029,Porto Alegre,Online,Camisetas,Camiseta Clássica,3,81,0,20428,28,Feminino,Ruim
19430,2022-12-30 10:30:22,030,Porto Alegre,Loja Física,Camisetas,Camiseta Clássica,3,150,16,20429,15,Feminino,Bom
19431,2022-09-05 02:55:35,031,Rio de Janeiro,Online,Tênis,Superstar,3,472,44,20430,31,Feminino,Bom
19432,2022-06-22 22:38:45,032,São Paulo,Loja Física,Calças,Calça Casual,1,189,40,20431,15,Masculino,Ruim
19433,2022-07-19 10:19:55,033,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,2,462,21,20432,17,Feminino,Regular
19434,2022-12-24 03:59:02,034,Porto Alegre,Loja Física,Calças,Calça Treino,3,133,8,20433,57,Masculino,Regular
19435,2022-03-05 23:50:19,035,Belo Horizonte,Online,Tênis,Ultraboost,1,317,27,20434,47,Outro,Regular
19436,2022-01-29 17:34:53,036,Belo Horizonte,Loja Física,Tênis,NMD,4,440,42,20435,64,Feminino,Regular
19437,2022-11-19 10:27:45,037,São Paulo,Online,Camisetas,Camiseta Clássica,1,72,12,20436,17,Outro,Regular
19438,2022-09-19 12:34:06,038,São Paulo,Online,Calças,Calça Treino,1,569,45,20437,68,Outro,Ruim
19439,2022-06-17 11:31:57,039,Belo Horizonte,Online,Calças,Calça Treino,3,405,24,20438,36,Masculino,Ótimo
19440,2022-05-06 18:01:05,040,Porto Alegre,Loja Física,Calças,Calça Casual,1,73,27,20439,55,Outro,Ruim
19441,2022-11-21 17:37:29,041,Belo Horizonte,Online,Calças,Calça Treino,4,83,49,20440,67,Feminino,Bom
19442,2022-01-19 02:15:56,042,Porto Alegre,Loja Física,Calças,Calça Treino,4,253,20,20441,65,Outro,Ruim
19443,2022-04-21 06:53:48,043,São Paulo,Loja Física,Camisetas,Camiseta Estampada,4,165,23,20442,27,Outro,Bom
19444,2022-08-11 21:51:41,044,Porto Alegre,Loja Física,Tênis,Ultraboost,2,96,6,20443,60,Masculino,Ruim
19445,2022-08-06 21:20:24,045,Porto Alegre,Online,Tênis,NMD,4,561,2,20444,21,Feminino,Ótimo
19446,2022-09-26 01:32:56,046,Rio de Janeiro,Loja Física,Calças,Calça Treino,3,589,8,20445,40,Outro,Ótimo
19447,2022-09-04 23:47:01,047,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,2,71,29,20446,52,Masculino,Bom
19448,2022-12-16 12:55:46,048,Porto Alegre,Online,Calças,Calça Treino,1,69,46,20447,48,Feminino,Ótimo
19449,2022-06-16 15:44:55,049,Belo Horizonte,Online,Camisetas,Camiseta Clássica,4,249,14,20448,53,Feminino,Bom
19450,2022-07-12 07:57:10,050,Porto Alegre,Online,Calças,Calça Casual,2,100,17,20449,36,Masculino,Ruim
19451,2022-05-23 08:54:52,051,Belo Horizonte,Online,Tênis,Superstar,4,564,49,20450,24,Masculino,Regular
19452,2022-05-15 05:24:26,052,São Paulo,Loja Física,Tênis,Superstar,4,475,6,20451,38,Masculino,Regular
19453,2022-09-21 02:00:54,053,Porto Alegre,Loja Física,Calças,Calça Casual,3,222,22,20452,28,Masculino,Ruim
19454,2022-06-18 20:57:56,054,São Paulo,Online,Camisetas,Camiseta Estampada,1,458,10,20453,56,Masculino,Bom
19455,2022-07-22 13:10:22,055,São Paulo,Loja Física,Calças,Calça Casual,4,480,18,20454,30,Feminino,Ruim
19456,2022-12-14 15:05:06,056,Rio de Janeiro,Online,Tênis,NMD,4,543,30,20455,52,Feminino,Ruim
19457,2022-10-08 03:10:17,057,São Paulo,Loja Física,Camisetas,Camiseta Estampada,1,577,21,20456,23,Masculino,Bom
19458,2022-05-26 13:09:54,058,Porto Alegre,Online,Tênis,NMD,1,72,43,20457,31,Feminino,Ótimo
19459,2022-05-25 10:48:36,059,São Paulo,Online,Tênis,Ultraboost,4,498,23,20458,51,Feminino,Ótimo
19460,2022-03-30 04:17:35,060,São Paulo,Loja Física,Tênis,NMD,1,221,12,20459,30,Feminino,Bom
19461,2022-04-16 09:18:39,061,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,3,459,1,20460,20,Outro,Regular
19462,2022-09-28 23:27:35,062,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,3,582,7,20461,50,Masculino,Bom
19463,2022-06-15 04:53:53,063,Rio de Janeiro,Online,Camisetas,Camiseta Clássica,4,466,17,20462,34,Masculino,Ruim
19464,2022-11-15 04:03:23,064,São Paulo,Loja Física,Tênis,Ultraboost,4,400,30,20463,32,Outro,Regular
19465,2022-07-06 18:29:12,065,São Paulo,Loja Física,Camisetas,Camiseta Clássica,1,253,13,20464,18,Feminino,Regular
19466,2022-08-05 02:33:57,066,Rio de Janeiro,Online,Tênis,NMD,4,133,5,20465,34,Outro,Bom
19467,2022-12-19 01:39:04,067,Porto Alegre,Online,Calças,Calça Treino,3,514,14,20466,52,Feminino,Regular
19468,2022-03-29 20:12:10,068,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,2,270,8,20467,47,Outro,Bom
19469,2022-03-31 09:57:46,069,Belo Horizonte,Loja Física,Tênis,Superstar,1,273,2,20468,58,Feminino,Regular
19470,2022-07-08 16:56:55,070,Belo Horizonte,Online,Camisetas,Camiseta Estampada,3,360,44,20469,52,Masculino,Regular
19471,2022-01-18 14:05:55,071,Porto Alegre,Loja Física,Calças,Calça Treino,2,316,30,20470,62,Feminino,Regular
19472,2022-09-08 15:07:38,072,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,3,184,20,20471,60,Outro,Regular
19473,2022-05-26 15:17:44,073,Porto Alegre,Online,Tênis,Ultraboost,4,208,31,20472,19,Feminino,Ótimo
19474,2022-08-20 04:42:57,074,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,4,559,28,20473,34,Feminino,Ótimo
19475,2022-05-17 16:13:20,075,São Paulo,Loja Física,Camisetas,Camiseta Clássica,2,105,31,20474,34,Outro,Regular
19476,2022-11-24 19:06:57,076,Belo Horizonte,Loja Física,Calças,Calça Treino,1,474,7,20475,51,Masculino,Ruim
19477,2022-11-27 10:33:43,077,São Paulo,Online,Tênis,NMD,2,465,21,20476,64,Masculino,Ótimo
19478,2022-03-07 03:05:22,078,Rio de Janeiro,Loja Física,Camisetas,Camiseta Clássica,2,383,28,20477,41,Feminino,Regular
19479,2022-08-13 00:56:55,079,Porto Alegre,Loja Física,Tênis,NMD,2,136,38,20478,38,Masculino,Regular
19480,2022-07-06 10:37:45,080,Porto Alegre,Online,Tênis,NMD,1,519,41,20479,37,Feminino,Regular
19481,2022-07-08 22:20:43,081,Porto Alegre,Online,Calças,Calça Treino,4,430,15,20480,49,Masculino,Bom
19482,2022-04-07 16:41:48,082,Belo Horizonte,Online,Camisetas,Camiseta Estampada,4,440,47,20481,60,Outro,Regular
19483,2022-05-31 19:01:56,083,Rio de Janeiro,Loja Física,Tênis,NMD,4,169,41,20482,15,Masculino,Ótimo
19484,2022-11-08 15:47:42,084,Porto Alegre,Online,Calças,Calça Treino,2,282,14,20483,46,Feminino,Ótimo
19485,2022-11-03 06:51:25,085,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,2,460,41,20484,57,Outro,Regular
19486,2022-04-18 17:39:08,086,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,4,161,16,20485,68,Outro,Regular
19487,2022-07-17 13:26:31,087,Porto Alegre,Loja Física,Tênis,Ultraboost,2,397,9,20486,31,Outro,Regular
19488,2022-02-24 12:22:42,088,São Paulo,Online,Calças,Calça Casual,3,241,40,20487,41,Masculino,Regular
19489,2022-03-04 04:38:45,089,São Paulo,Loja Física,Calças,Calça Casual,3,595,4,20488,45,Masculino,Ótimo
19490,2022-04-10 14:16:19,090,Porto Alegre,Loja Física,Camisetas,Camiseta Clássica,2,124,40,20489,41,Feminino,Bom
19491,2022-07-30 18:06:07,091,Porto Alegre,Online,Camisetas,Camiseta Estampada,3,514,10,20490,49,Masculino,Regular
19492,2022-02-26 07:40:53,092,Porto Alegre,Online,Calças,Calça Treino,3,167,15,20491,32,Feminino,Bom
19493,2022-09-27 15:58:53,093,São Paulo,Loja Física,Calças,Calça Casual,2,386,6,20492,58,Feminino,Ótimo
19494,2022-06-02 14:56:38,094,São Paulo,Loja Física,Tênis,Ultraboost,3,415,0,20493,65,Masculino,Bom
19495,2022-08-20 01:16:40,095,São Paulo,Loja Física,Camisetas,Camiseta Clássica,1,595,25,20494,54,Masculino,Ruim
19496,2022-11-16 21:19:27,096,Rio de Janeiro,Online,Camisetas,Camiseta Estampada,1,454,36,20495,60,Outro,Regular
19497,2022-05-14 11:06:38,097,Porto Alegre,Online,Camisetas,Camiseta Clássica,3,462,14,20496,19,Outro,Regular
19498,2022-04-13 20:05:19,098,São Paulo,Online,Camisetas,Camiseta Clássica,2,598,26,20497,53,Feminino,Regular
19499,2022-10-14 16:26:35,099,São Paulo,Online,Camisetas,Camiseta Estampada,4,504,8,20498,18,Outro,Ótimo
19500,2022-09-05 17:32:00,100,Belo Horizonte,Online,Camisetas,Camiseta Clássica,2,555,36,20499,37,Feminino,Ruim
19501,2022-12-11 03:54:16,001,São Paulo,Online,Calças,Calça Casual,2,204,40,20500,56,Masculino,Regular
19502,2022-10-19 21:58:11,002,Belo Horizonte,Loja Física,Tênis,NMD,1,212,34,20501,26,Feminino,Regular
19503,2022-02-05 05:46:48,003,Belo Horizonte,Loja Física,Tênis,Ultraboost,1,444,0,20502,39,Masculino,Bom
19504,2022-07-18 05:55:55,004,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,2,280,6,20503,62,Masculino,Regular
19505,2022-04-22 21:46:54,005,São Paulo,Online,Calças,Calça Treino,3,373,8,20504,35,Feminino,Ruim
19506,2022-05-29 10:42:23,006,Belo Horizonte,Online,Camisetas,Camiseta Clássica,1,224,4,20505,68,Feminino,Ótimo
19507,2022-12-25 07:20:30,007,Porto Alegre,Online,Calças,Calça Treino,3,270,49,20506,52,Feminino,Ótimo
19508,2022-09-30 19:45:54,008,São Paulo,Online,Tênis,Superstar,1,269,31,20507,34,Outro,Regular
19509,2022-08-12 04:55:48,009,Porto Alegre,Loja Física,Tênis,Ultraboost,4,440,19,20508,66,Masculino,Ruim
19510,2022-06-24 14:01:40,010,Porto Alegre,Loja Física,Camisetas,Camiseta Clássica,3,556,36,20509,33,Feminino,Ótimo
19511,2022-07-10 14:42:45,011,São Paulo,Loja Física,Tênis,Superstar,1,594,21,20510,34,Masculino,Ruim
19512,2022-06-26 05:49:04,012,Rio de Janeiro,Online,Calças,Calça Casual,4,113,39,20511,41,Masculino,Regular
19513,2022-05-19 09:41:32,013,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,4,575,27,20512,67,Outro,Ótimo
19514,2022-06-28 00:15:12,014,Belo Horizonte,Online,Calças,Calça Casual,4,263,27,20513,35,Masculino,Ruim
19515,2022-04-02 03:16:35,015,Belo Horizonte,Online,Calças,Calça Casual,2,334,23,20514,58,Outro,Bom
19516,2022-12-18 10:12:10,016,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,1,288,27,20515,65,Outro,Ótimo
19517,2022-12-24 06:43:05,017,São Paulo,Loja Física,Tênis,Ultraboost,3,186,11,20516,47,Feminino,Regular
19518,2022-08-20 17:03:19,018,Rio de Janeiro,Online,Tênis,Superstar,3,156,49,20517,35,Outro,Regular
19519,2022-05-08 05:39:18,019,Porto Alegre,Online,Tênis,Ultraboost,3,181,21,20518,67,Feminino,Ótimo
19520,2022-10-15 04:15:22,020,Belo Horizonte,Online,Calças,Calça Treino,1,389,4,20519,67,Feminino,Regular
19521,2022-12-04 06:59:23,021,São Paulo,Loja Física,Calças,Calça Casual,3,353,48,20520,18,Outro,Ruim
19522,2022-07-07 17:39:02,022,Belo Horizonte,Loja Física,Tênis,NMD,2,360,9,20521,32,Feminino,Ótimo
19523,2022-05-07 03:31:31,023,Porto Alegre,Loja Física,Camisetas,Camiseta Estampada,2,547,5,20522,16,Outro,Ruim
19524,2022-03-30 01:21:10,024,Porto Alegre,Online,Camisetas,Camiseta Clássica,3,366,44,20523,49,Outro,Ótimo
19525,2022-04-26 05:36:15,025,São Paulo,Loja Física,Tênis,NMD,4,163,15,20524,17,Masculino,Ótimo
19526,2022-12-13 02:43:01,026,São Paulo,Loja Física,Calças,Calça Casual,3,279,15,20525,54,Outro,Ruim
19527,2022-01-04 06:24:19,027,São Paulo,Online,Calças,Calça Casual,3,185,14,20526,68,Outro,Ruim
19528,2022-10-09 11:14:08,028,São Paulo,Online,Camisetas,Camiseta Clássica,3,51,4,20527,64,Feminino,Ótimo
19529,2022-12-06 08:58:18,029,Porto Alegre,Loja Física,Tênis,Ultraboost,2,361,23,20528,21,Outro,Regular
19530,2022-01-31 16:12:31,030,Porto Alegre,Loja Física,Tênis,Superstar,4,178,28,20529,59,Feminino,Ótimo
19531,2022-06-28 11:04:52,031,Belo Horizonte,Online,Tênis,Superstar,3,92,41,20530,50,Feminino,Ótimo
19532,2022-10-06 10:09:08,032,Rio de Janeiro,Online,Camisetas,Camiseta Estampada,2,179,43,20531,46,Outro,Regular
19533,2022-01-09 12:09:47,033,Belo Horizonte,Loja Física,Calças,Calça Treino,3,537,26,20532,55,Masculino,Bom
19534,2022-04-01 09:06:45,034,Porto Alegre,Online,Tênis,NMD,1,167,4,20533,30,Feminino,Bom
19535,2022-04-10 17:28:08,035,São Paulo,Loja Física,Calças,Calça Casual,4,156,28,20534,67,Masculino,Ótimo
19536,2022-01-27 18:04:56,036,Porto Alegre,Loja Física,Calças,Calça Treino,2,501,26,20535,26,Outro,Bom
19537,2022-09-26 00:06:47,037,Belo Horizonte,Loja Física,Calças,Calça Treino,2,421,17,20536,28,Outro,Regular
19538,2022-09-29 02:20:19,038,São Paulo,Online,Calças,Calça Treino,3,596,30,20537,28,Feminino,Ruim
19539,2022-01-01 05:04:22,039,Rio de Janeiro,Online,Calças,Calça Treino,1,166,34,20538,15,Feminino,Ótimo
19540,2022-07-16 10:33:07,040,Rio de Janeiro,Loja Física,Calças,Calça Casual,1,60,16,20539,19,Outro,Bom
19541,2022-06-01 17:55:08,041,São Paulo,Online,Camisetas,Camiseta Clássica,1,591,22,20540,42,Masculino,Regular
19542,2022-09-03 02:39:10,042,Rio de Janeiro,Online,Tênis,Ultraboost,1,391,28,20541,27,Outro,Regular
19543,2022-05-12 12:48:39,043,Rio de Janeiro,Online,Tênis,Ultraboost,2,109,1,20542,26,Masculino,Ruim
19544,2022-02-03 15:56:01,044,São Paulo,Loja Física,Tênis,NMD,2,437,30,20543,32,Masculino,Regular
19545,2022-02-19 21:34:12,045,Belo Horizonte,Online,Tênis,Superstar,1,266,43,20544,62,Masculino,Regular
19546,2022-01-02 17:44:54,046,São Paulo,Loja Física,Camisetas,Camiseta Estampada,3,580,4,20545,33,Feminino,Ruim
19547,2022-05-15 02:57:21,047,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,2,139,13,20546,24,Feminino,Regular
19548,2022-10-17 20:11:24,048,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,3,65,9,20547,69,Masculino,Bom
19549,2022-05-10 23:56:20,049,Porto Alegre,Loja Física,Calças,Calça Treino,2,155,4,20548,53,Masculino,Bom
19550,2022-08-23 19:22:18,050,Porto Alegre,Loja Física,Calças,Calça Casual,1,295,44,20549,55,Masculino,Bom
19551,2022-05-09 07:12:11,051,Porto Alegre,Loja Física,Calças,Calça Treino,1,127,2,20550,31,Outro,Ótimo
19552,2022-12-04 01:13:08,052,Porto Alegre,Loja Física,Tênis,Superstar,3,358,46,20551,15,Feminino,Ótimo
19553,2022-07-02 08:34:51,053,São Paulo,Online,Camisetas,Camiseta Clássica,2,405,21,20552,42,Feminino,Regular
19554,2022-02-17 14:30:46,054,São Paulo,Loja Física,Calças,Calça Casual,4,278,18,20553,49,Outro,Regular
19555,2022-02-11 18:44:19,055,São Paulo,Loja Física,Camisetas,Camiseta Clássica,1,63,8,20554,46,Outro,Bom
19556,2022-03-29 20:08:12,056,Rio de Janeiro,Online,Tênis,Ultraboost,3,540,13,20555,55,Feminino,Ruim
19557,2022-03-17 02:33:51,057,Belo Horizonte,Loja Física,Calças,Calça Casual,2,513,43,20556,54,Outro,Ruim
19558,2022-09-28 11:16:26,058,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,1,533,22,20557,50,Masculino,Ruim
19559,2022-08-23 10:46:52,059,Belo Horizonte,Loja Física,Camisetas,Camiseta Clássica,1,170,31,20558,37,Outro,Ruim
19560,2022-11-16 03:02:16,060,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,3,376,19,20559,51,Outro,Bom
19561,2022-06-09 17:45:10,061,São Paulo,Online,Camisetas,Camiseta Estampada,1,279,5,20560,68,Masculino,Ótimo
19562,2022-03-07 20:09:56,062,São Paulo,Online,Camisetas,Camiseta Clássica,3,581,28,20561,45,Outro,Ótimo
19563,2022-12-26 06:02:27,063,Belo Horizonte,Loja Física,Calças,Calça Treino,3,189,3,20562,20,Feminino,Bom
19564,2022-06-18 08:22:41,064,Rio de Janeiro,Loja Física,Camisetas,Camiseta Estampada,4,410,34,20563,33,Feminino,Ruim
19565,2022-07-06 02:41:55,065,Belo Horizonte,Online,Tênis,NMD,2,62,42,20564,37,Feminino,Regular
19566,2022-08-20 20:29:52,066,Porto Alegre,Online,Camisetas,Camiseta Estampada,3,77,6,20565,58,Outro,Bom
19567,2022-10-01 09:54:51,067,Rio de Janeiro,Loja Física,Tênis,Ultraboost,1,454,18,20566,29,Outro,Ótimo
19568,2022-01-15 05:25:54,068,Rio de Janeiro,Online,Calças,Calça Treino,2,402,20,20567,62,Feminino,Regular
19569,2022-10-16 03:00:44,069,Belo Horizonte,Loja Física,Camisetas,Camiseta Estampada,3,122,46,20568,34,Masculino,Ótimo
